Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Mitcham,10A Alexander St,3.0,h,1050000.0,S,hockingstuart,17/02/2018,17.2,3132,3.0,1.0,2.0,658.0,99.0,1960.0,Whitehorse City Council,-37.81566,145.18819,Eastern Metropolitan,6871
Reservoir,6/833 High St,3.0,u,301000.0,SP,Barry,10/9/2016,11.2,3073,3.0,1.0,1.0,0.0,63.0,1970.0,Darebin City Council,-37.7272,145.0057,Northern Metropolitan,21650
Mount Waverley,26 Princetown Rd,4.0,h,1870000.0,S,Jellis,24/02/2018,14.2,3149,4.0,2.0,2.0,702.0,211.0,2008.0,Monash City Council,-37.88143,145.12731000000002,Eastern Metropolitan,13366
Camberwell,30 Moorhouse St,4.0,h,2990000.0,S,Marshall,20/05/2017,7.8,3124,4.0,2.0,2.0,742.0,280.0,1997.0,Boroondara City Council,-37.8284,145.0673,Southern Metropolitan,8920
Ashburton,6 Amery St,4.0,h,2005000.0,S,Marshall,14/10/2017,10.2,3147,4.0,2.0,2.0,572.0,233.0,1930.0,Boroondara City Council,-37.86688,145.06925,Southern Metropolitan,3052
Mont Albert,12 Rostrevor Pde,4.0,h,2335000.0,S,Kay,18/03/2017,11.8,3127,4.0,2.0,2.0,813.0,170.0,1938.0,Boroondara City Council,-37.8118,145.1065,Eastern Metropolitan,2079
Malvern East,46 Karma Av,3.0,h,2030000.0,S,Marshall,19/08/2017,8.4,3145,3.0,2.0,2.0,660.0,172.0,1940.0,Stonnington City Council,-37.87939,145.0656,Southern Metropolitan,8801
Hadfield,99 Hilton St,3.0,h,550000.0,S,Eview,22/07/2017,11.2,3046,3.0,1.0,2.0,325.0,100.0,1950.0,Moreland City Council,-37.70325,144.94756999999998,Northern Metropolitan,2606
Preston,198 Raglan St,2.0,h,910000.0,SP,Nelson,18/03/2017,8.8,3072,2.0,2.0,1.0,352.0,103.0,1950.0,Darebin City Council,-37.7495,145.0092,Northern Metropolitan,14577
Reservoir,39 Kinsale St,4.0,h,1030000.0,S,McGrath,7/11/2016,11.2,3073,4.0,2.0,3.0,630.0,190.0,1935.0,Darebin City Council,-37.721,144.9952,Northern Metropolitan,21650
Elsternwick,3/31 Carlingford St,3.0,u,,SN,Gary,18/06/2016,8.5,3185,2.0,1.0,1.0,0.0,88.0,1960.0,Glen Eira City Council,-37.8895,145.0115,Southern Metropolitan,4898
Hawthorn,13 Yarra St,4.0,h,2800000.0,S,RT,14/10/2017,5.3,3122,4.0,3.0,1.0,558.0,272.0,1900.0,Boroondara City Council,-37.82215,145.02077,Southern Metropolitan,11308
Carlton,8/220 Elgin St,2.0,u,705000.0,S,Harrington,12/11/2016,1.8,3053,2.0,1.0,1.0,0.0,70.0,2000.0,Melbourne City Council,-37.7969,144.9669,Northern Metropolitan,6786
West Footscray,31 Napoleon St,3.0,h,860000.0,S,Biggin,26/07/2016,8.2,3012,3.0,1.0,2.0,501.0,147.0,1960.0,Maribyrnong City Council,-37.7912,144.868,Western Metropolitan,5058
Essendon,3/7 Violet St,2.0,u,390000.0,VB,Nelson,18/06/2016,8.0,3040,2.0,1.0,1.0,0.0,66.0,1970.0,Moonee Valley City Council,-37.7554,144.9127,Western Metropolitan,9264
Keilor East,1/67 Milleara Rd,2.0,u,502000.0,S,Nelson,22/05/2016,12.8,3033,5.0,1.0,2.0,0.0,85.0,1990.0,Brimbank City Council,-37.7346,144.8646,Western Metropolitan,5629
Ormond,26 Thompson St,5.0,h,2110000.0,PI,Marshall,3/9/2017,11.4,3204,5.0,3.0,4.0,664.0,245.0,1980.0,Glen Eira City Council,-37.90422,145.02827,Southern Metropolitan,3578
Ormond,11 Newham Gr,4.0,h,1565000.0,PI,Woodards,27/05/2017,11.4,3204,4.0,3.0,2.0,719.0,154.0,1920.0,Glen Eira City Council,-37.90087,145.03959,Southern Metropolitan,3578
Newport,46 River St,4.0,h,940000.0,VB,Williams,4/6/2016,8.4,3015,3.0,2.0,1.0,379.0,172.0,1930.0,Hobsons Bay City Council,-37.8408,144.8893,Western Metropolitan,5498
Ashwood,2/7 Murra Ct,3.0,h,860000.0,S,Purplebricks,17/06/2017,10.2,3147,3.0,2.0,2.0,280.0,115.0,1990.0,Monash City Council,-37.87105,145.10198,Southern Metropolitan,2894
Ivanhoe,5/30 Magnolia Rd,1.0,u,413000.0,S,Nelson,10/12/2016,7.9,3079,1.0,1.0,1.0,845.0,59.0,1960.0,Banyule City Council,-37.7591,145.0501,Eastern Metropolitan,5549
Kingsville,2/23 Kingsville St,3.0,t,740000.0,S,Village,16/09/2017,6.4,3012,3.0,1.0,1.0,,23.0,2006.0,Maribyrnong City Council,-37.80811,144.87919,Western Metropolitan,1808
Canterbury,18 Irilbarra Rd,4.0,h,2950000.0,S,Marshall,3/9/2016,9.0,3126,4.0,2.0,2.0,687.0,215.0,1935.0,Boroondara City Council,-37.8186,145.0706,Southern Metropolitan,3265
Airport West,1/80 Hawker St,3.0,t,700000.0,S,Brad,4/3/2017,13.5,3042,3.0,2.0,2.0,239.0,134.0,2009.0,Moonee Valley City Council,-37.7218,144.8837,Western Metropolitan,3464
Carnegie,1/108 Truganini Rd,4.0,t,1250000.0,S,hockingstuart,8/7/2017,10.1,3163,4.0,3.0,2.0,326.0,223.0,2005.0,Glen Eira City Council,-37.89334,145.05463,Southern Metropolitan,7822
Ardeer,22 Holt St,3.0,h,615000.0,S,Barry,14/10/2017,12.8,3022,3.0,1.0,3.0,642.0,197.0,1970.0,Brimbank City Council,-37.7753,144.7994,Western Metropolitan,1281
Glenroy,16 Heather Ct,3.0,h,695000.0,S,Purplebricks,3/6/2017,11.2,3046,3.0,1.0,2.0,649.0,95.0,1955.0,Moreland City Council,-37.69777,144.91952,Northern Metropolitan,8870
Essendon,32 Roberts St,4.0,h,1500000.0,S,Nelson,12/8/2017,7.5,3040,4.0,2.0,2.0,465.0,148.0,1940.0,Moonee Valley City Council,-37.75178,144.89876,Western Metropolitan,9264
Maribyrnong,7 Pridham St,5.0,h,1151000.0,S,Biggin,27/06/2016,8.7,3032,5.0,2.0,5.0,694.0,232.0,1950.0,Maribyrnong City Council,-37.7819,144.8901,Western Metropolitan,4918
Elwood,23 Byron St,3.0,h,1520000.0,S,Chisholm,20/05/2017,7.7,3184,3.0,2.0,1.0,362.0,138.0,1900.0,Port Phillip City Council,-37.8772,144.9904,Southern Metropolitan,8989
Prahran,10/4 Rae Ct,1.0,u,500500.0,S,Biggin,4/3/2017,4.5,3181,1.0,1.0,1.0,0.0,64.0,1945.0,Stonnington City Council,-37.857,145.0027,Southern Metropolitan,7717
Preston,27 South St,3.0,h,923000.0,S,Love,27/06/2016,8.8,3072,3.0,1.0,0.0,333.0,118.0,1920.0,Darebin City Council,-37.7423,145.0097,Northern Metropolitan,14577
Preston,6/383 Gilbert Rd,2.0,u,436000.0,S,Nelson,18/03/2017,8.8,3072,2.0,1.0,1.0,0.0,65.0,1980.0,Darebin City Council,-37.7377,144.9899,Northern Metropolitan,14577
Croydon,16 Tara Cl,4.0,h,1060000.0,PI,Fletchers,28/10/2017,23.0,3136,4.0,2.0,2.0,864.0,236.0,2000.0,Maroondah City Council,-37.81127,145.2871,Eastern Metropolitan,11925
Essendon,9 Alfred Rd,3.0,h,1725000.0,S,Nelson,3/3/2018,7.5,3040,3.0,1.0,2.0,607.0,144.0,1960.0,Moonee Valley City Council,-37.744409999999995,144.92318999999998,Western Metropolitan,9264
Viewbank,24 Northwood Dr,5.0,h,1025000.0,S,Nelson,17/09/2016,13.8,3084,5.0,3.0,2.0,531.0,233.0,1978.0,Banyule City Council,-37.7378,145.0955,Eastern Metropolitan,2698
Carnegie,163 Oakleigh Rd,3.0,h,1435000.0,S,Gary,3/6/2017,10.1,3163,3.0,2.0,2.0,430.0,161.0,1938.0,Glen Eira City Council,-37.900079999999996,145.06187,Southern Metropolitan,7822
Northcote,3 Brooke St,4.0,h,1950000.0,S,hockingstuart,28/05/2016,5.5,3070,4.0,2.0,1.0,489.0,140.0,1910.0,Darebin City Council,-37.7762,145.0027,Northern Metropolitan,11364
Doncaster East,85 Polaris Dr,4.0,h,1330000.0,PI,Barry,14/10/2017,14.3,3109,4.0,2.0,2.0,864.0,188.0,1970.0,Manningham City Council,-37.77875,145.17408999999998,Eastern Metropolitan,10999
Ashwood,35 Douglas St,3.0,h,1365000.0,S,Fletchers,10/9/2016,12.2,3147,3.0,1.0,1.0,792.0,792.0,1950.0,Monash City Council,-37.864000000000004,145.0972,Southern Metropolitan,2894
Newport,1 Durkin St,2.0,h,740000.0,S,RT,16/04/2016,8.4,3015,2.0,2.0,1.0,213.0,127.0,2006.0,Hobsons Bay City Council,-37.8441,144.8805,Western Metropolitan,5498
Brunswick East,4/37 Brunswick Rd,2.0,u,656000.0,S,Collins,10/12/2016,4.5,3057,2.0,1.0,1.0,0.0,79.0,1960.0,Moreland City Council,-37.7786,144.9753,Northern Metropolitan,5533
Endeavour Hills,10 Barnsley Dr,6.0,h,1070000.0,S,One,24/02/2018,28.5,3802,6.0,3.0,2.0,800.0,326.0,1997.0,Casey City Council,-37.977759999999996,145.27613,South-Eastern Metropolitan,8443
Viewbank,17 Lena St,3.0,h,765000.0,S,Ray,14/05/2016,13.8,3084,3.0,1.0,2.0,608.0,138.0,1975.0,Banyule City Council,-37.7396,145.0885,Eastern Metropolitan,2698
South Melbourne,806/50 Albert Rd,2.0,u,593000.0,S,Dingle,3/9/2016,2.1,3205,2.0,2.0,1.0,0.0,83.0,2012.0,Port Phillip City Council,-37.8341,144.9713,Southern Metropolitan,5943
Hampton,16 Smith St,5.0,h,2600000.0,PI,Hodges,18/03/2017,13.7,3188,5.0,4.0,2.0,1000.0,324.0,1950.0,Bayside City Council,-37.9332,145.0226,Southern Metropolitan,5454
Doncaster,7 Ambrose St,4.0,h,1375000.0,S,Barry,3/9/2017,12.4,3108,4.0,2.0,3.0,652.0,218.0,1970.0,Manningham City Council,-37.78145,145.13598000000002,Eastern Metropolitan,9028
Elwood,10/125 Ormond Rd,1.0,u,510000.0,S,Chisholm,3/12/2016,7.7,3184,1.0,1.0,1.0,0.0,60.0,2001.0,Port Phillip City Council,-37.8857,144.9884,Southern Metropolitan,8989
Ivanhoe,52 Myrtle St,3.0,h,1200000.0,VB,Miles,9/12/2017,7.8,3079,3.0,3.0,2.0,236.0,161.0,2014.0,Banyule City Council,-37.75479,145.05266,Eastern Metropolitan,5549
Hampton East,9 Evans Av,4.0,h,1467000.0,S,Buxton,11/11/2017,13.8,3188,4.0,2.0,2.0,650.0,164.0,1950.0,Bayside City Council,-37.9433,145.0377,Southern Metropolitan,2356
Reservoir,2 Carrington Rd,3.0,h,800000.0,SP,Fletchers,16/07/2016,11.2,3073,3.0,2.0,3.0,574.0,159.0,1955.0,Darebin City Council,-37.722,144.9922,Northern Metropolitan,21650
Footscray,9/3 Gordon St,1.0,u,240000.0,SA,Trimson,17/06/2017,5.1,3011,1.0,1.0,1.0,1015.0,46.0,1970.0,Maribyrnong City Council,-37.78778,144.89037,Western Metropolitan,7570
Carnegie,5/33 Gnarwyn Rd,2.0,u,632500.0,S,Buxton,28/05/2016,11.4,3163,2.0,1.0,1.0,99.0,98.0,1965.0,Glen Eira City Council,-37.8946,145.0588,Southern Metropolitan,7822
Prahran,4/10 Williams Rd,2.0,u,585000.0,PI,Biggin,10/9/2016,4.5,3181,2.0,1.0,1.0,0.0,87.0,1960.0,Stonnington City Council,-37.8581,145.0017,Southern Metropolitan,7717
Kingsville,2/15 Edgar St,2.0,u,440000.0,S,hockingstuart,15/10/2016,7.8,3012,2.0,1.0,1.0,117.0,74.0,2008.0,Maribyrnong City Council,-37.8083,144.8775,Western Metropolitan,1808
North Melbourne,674 Victoria St,2.0,h,1266000.0,S,Jellis,19/11/2016,2.3,3051,2.0,1.0,0.0,161.0,106.0,1960.0,Melbourne City Council,-37.8043,144.9437,Northern Metropolitan,6821
Aberfeldie,2 Knight St,5.0,h,1825000.0,VB,Nelson,18/11/2017,7.5,3040,5.0,2.0,2.0,691.0,301.0,1925.0,Moonee Valley City Council,-37.756,144.9002,Western Metropolitan,1543
Melton,21D Yuille St,5.0,h,710000.0,PI,Ryder,26/08/2017,31.7,3337,5.0,2.0,2.0,1670.0,280.0,2000.0,Melton City Council,-37.678129999999996,144.59292,Western Victoria,3600
Glenroy,107 Glenroy Rd,4.0,h,1000000.0,PI,Barry,27/11/2016,13.0,3046,4.0,2.0,8.0,977.0,304.0,1935.0,Moreland City Council,-37.7063,144.9273,Northern Metropolitan,8870
Aberfeldie,21 May St,4.0,h,1346000.0,S,Nelson,8/10/2016,9.1,3040,2.0,2.0,2.0,559.0,204.0,1995.0,Moonee Valley City Council,-37.7614,144.8925,Western Metropolitan,1543
Bentleigh East,38 Northam Rd,3.0,h,1338000.0,S,Buxton,7/5/2016,13.9,3165,3.0,2.0,2.0,610.0,177.0,1970.0,Glen Eira City Council,-37.9231,145.066,Southern Metropolitan,10969
Ascot Vale,143 Kent St,4.0,h,1400000.0,S,Nelson,9/12/2017,4.3,3032,4.0,1.0,2.0,520.0,162.0,1890.0,Moonee Valley City Council,-37.78034,144.92494,Western Metropolitan,6567
Albert Park,3/78 Kerferd Rd,2.0,u,685000.0,PI,Greg,24/06/2017,3.0,3206,2.0,1.0,0.0,324.0,58.0,1930.0,Port Phillip City Council,-37.84469,144.95578,Southern Metropolitan,3280
St Kilda,32/10 Acland St,1.0,u,380000.0,S,Whiting,4/6/2016,6.1,3182,1.0,1.0,1.0,2879.0,49.0,1967.0,Port Phillip City Council,-37.863,144.9747,Southern Metropolitan,13240
Footscray,14 Tiernan St,4.0,h,850000.0,SP,Jas,17/03/2018,5.1,3011,4.0,1.0,2.0,388.0,102.0,1920.0,Maribyrnong City Council,-37.79419,144.89618000000002,Western Metropolitan,7570
Bentleigh,2 Osborne Av,3.0,t,1435000.0,S,hockingstuart,29/07/2017,11.4,3204,3.0,3.0,2.0,307.0,177.0,2014.0,Glen Eira City Council,-37.91648,145.04927,Southern Metropolitan,6795
Moonee Ponds,1a Ardmillan Rd,3.0,h,1250000.0,S,Raine,23/04/2016,6.9,3039,3.0,2.0,1.0,283.0,222.0,2002.0,Moonee Valley City Council,-37.7638,144.9175,Western Metropolitan,6232
Yarraville,6 Clarendon St,3.0,h,910000.0,S,Village,4/6/2016,7.0,3013,3.0,3.0,2.0,197.0,109.0,2013.0,Maribyrnong City Council,-37.8197,144.8875,Western Metropolitan,6543
Epping,28 Bail St,3.0,h,600000.0,S,hockingstuart,3/3/2018,19.6,3076,3.0,2.0,2.0,461.0,0.0,2010.0,Whittlesea City Council,-37.628440000000005,145.00884,Northern Metropolitan,10926
Wollert,29 Grandstand Wy,4.0,h,730000.0,SP,Iconek,21/10/2017,25.5,3750,4.0,2.0,2.0,547.0,228.0,2012.0,Whittlesea City Council,-37.61851,145.02045,Northern Metropolitan,2940
Briar Hill,8 Suzanne Ct,3.0,h,785000.0,SP,Flannagan,14/10/2017,16.1,3088,3.0,1.0,1.0,789.0,116.0,1989.0,Banyule City Council,-37.70216,145.12039,Eastern Metropolitan,1390
Hillside,66 Royal Cr,5.0,h,700000.0,S,Prof.,6/1/2018,18.0,3037,5.0,2.0,2.0,727.0,244.0,1999.0,Brimbank City Council,-37.68359,144.74067,Western Metropolitan,5556
Glen Iris,30 Beryl St,5.0,h,2625000.0,VB,Jellis,18/11/2017,7.3,3146,5.0,2.0,2.0,718.0,280.0,1990.0,Boroondara City Council,-37.8522,145.0864,Southern Metropolitan,10412
Bellfield,87 Liberty Pde,3.0,h,1113000.0,PI,Collings,14/10/2017,8.8,3081,3.0,1.0,3.0,793.0,93.0,1955.0,Banyule City Council,-37.7537,145.03382,Eastern Metropolitan,790
Bentleigh East,12 Barrani St,3.0,h,1050000.0,S,Woodards,16/04/2016,13.9,3165,3.0,1.0,4.0,726.0,131.0,1950.0,Glen Eira City Council,-37.9117,145.0695,Southern Metropolitan,10969
Reservoir,1/209 Purinuan Rd,2.0,t,652000.0,S,Nelson,13/05/2017,11.2,3073,2.0,2.0,2.0,254.0,93.0,2007.0,Darebin City Council,-37.7071,145.0108,Northern Metropolitan,21650
Reservoir,686 High St,3.0,h,805000.0,S,Barry,4/3/2017,11.2,3073,3.0,1.0,2.0,227.0,118.0,1930.0,Darebin City Council,-37.7286,145.0059,Northern Metropolitan,21650
Sunbury,5 Cornish St,3.0,h,677000.0,SP,Brad,7/10/2017,31.7,3429,3.0,1.0,2.0,807.0,125.0,1970.0,Hume City Council,-37.576809999999995,144.72245,Western Metropolitan,14092
St Kilda,104/13 Wellington St,2.0,u,575000.0,S,Buxton,18/06/2016,6.1,3182,2.0,2.0,1.0,0.0,78.0,2013.0,Port Phillip City Council,-37.8562,144.9844,Southern Metropolitan,13240
Croydon North,46 Alice St,3.0,h,665500.0,SA,Ray,17/02/2018,23.0,3136,3.0,1.0,2.0,731.0,112.0,1970.0,Maroondah City Council,-37.7801,145.28203,Eastern Metropolitan,2985
Maribyrnong,7 Cavalry Cct,3.0,t,640000.0,S,Biggin,22/07/2017,4.3,3032,3.0,2.0,2.0,91.0,132.0,2000.0,Maribyrnong City Council,-37.77449,144.88011,Western Metropolitan,4918
Mordialloc,52 Scarlet St,5.0,h,1300000.0,S,Buxton,3/3/2018,21.5,3195,5.0,3.0,2.0,533.0,241.0,1985.0,Kingston City Council,-37.98903,145.09622,South-Eastern Metropolitan,3650
Malvern,10 Woodmason St,3.0,h,2355000.0,S,Marshall,18/06/2016,7.4,3144,3.0,2.0,4.0,471.0,235.0,1985.0,Stonnington City Council,-37.851,145.0316,Southern Metropolitan,4675
Brighton East,76 Canberra Gr,3.0,h,2060000.0,S,Jellis,26/08/2017,10.3,3187,3.0,1.0,3.0,685.0,175.0,1950.0,Bayside City Council,-37.92364,145.01118,Southern Metropolitan,6938
Toorak,13 Bruce St,3.0,h,1900000.0,VB,Castran,19/11/2016,4.6,3142,3.0,2.0,1.0,268.0,139.0,1900.0,Stonnington City Council,-37.8369,145.0072,Southern Metropolitan,7217
Craigieburn,60 Northumberland Cct,3.0,h,500000.0,S,Stockdale,22/07/2017,20.6,3064,3.0,2.0,2.0,448.0,150.0,2008.0,Hume City Council,-37.58242,144.93001,Northern Metropolitan,15510
Caulfield North,25 Malvern Gr,3.0,h,2005000.0,PI,Jellis,7/5/2016,8.1,3161,4.0,2.0,3.0,361.0,237.0,2014.0,Glen Eira City Council,-37.8694,145.0296,Southern Metropolitan,6923
Kew,3/81 Derby St,2.0,u,630000.0,PI,Marshall,4/3/2017,5.6,3101,2.0,1.0,2.0,91.0,,1970.0,Boroondara City Council,-37.8003,145.0375,Southern Metropolitan,10331
Epping,12 Cabot Dr,3.0,h,500000.0,S,Harcourts,27/05/2017,19.6,3076,3.0,2.0,2.0,553.0,117.0,1975.0,Whittlesea City Council,-37.64463,145.04155,Northern Metropolitan,10926
Reservoir,4/32 Crookston Rd,2.0,u,440000.0,SP,Barry,22/08/2016,11.2,3073,2.0,1.0,1.0,153.0,87.0,2007.0,Darebin City Council,-37.7098,145.0211,Northern Metropolitan,21650
Bentleigh,248 Patterson Rd,4.0,t,1250000.0,PI,Buxton,21/10/2017,11.4,3204,4.0,3.0,2.0,750.0,297.0,1950.0,Glen Eira City Council,-37.92743,145.0489,Southern Metropolitan,6795
Heidelberg West,16 Achilles St,3.0,h,1375000.0,PI,Ray,23/04/2016,9.4,3081,3.0,1.0,1.0,368.0,106.0,1960.0,Banyule City Council,-37.7344,145.04399999999998,Eastern Metropolitan,2674
Flemington,5/121 Wellington St,2.0,u,420500.0,S,Jellis,28/05/2016,4.4,3031,2.0,1.0,1.0,0.0,52.0,1970.0,Melbourne City Council,-37.783,144.93200000000002,Northern Metropolitan,3593
Ormond,3/25 Holloway St,3.0,u,822500.0,S,hockingstuart,12/11/2016,11.8,3204,3.0,2.0,3.0,0.0,93.0,1970.0,Glen Eira City Council,-37.9018,145.0477,Southern Metropolitan,3578
Northcote,95 Beavers Rd,2.0,h,1118000.0,S,Nelson,26/08/2017,5.3,3070,2.0,2.0,1.0,173.0,81.0,1910.0,Darebin City Council,-37.76623,144.99318,Northern Metropolitan,11364
Maribyrnong,1 Middle Rd,3.0,h,1190000.0,SP,Nelson,9/12/2017,4.3,3032,3.0,1.0,2.0,688.0,113.0,1940.0,Maribyrnong City Council,-37.76834,144.89411,Western Metropolitan,4918
Ivanhoe East,8 Carmichael St,3.0,h,1640000.0,S,Nelson,27/05/2017,7.8,3079,3.0,1.0,2.0,617.0,158.0,1930.0,Banyule City Council,-37.77212,145.05813,Eastern Metropolitan,1554
Nunawading,3 Gladys St,3.0,h,1056000.0,S,Fletchers,7/10/2017,15.4,3131,3.0,1.0,2.0,586.0,119.0,1960.0,Manningham City Council,-37.81028,145.17456,Eastern Metropolitan,4973
Sandringham,90 Sandringham Rd,3.0,h,1300000.0,S,Hodges,21/10/2017,15.2,3191,3.0,1.0,2.0,600.0,133.0,1950.0,Bayside City Council,-37.9524,145.02052,Southern Metropolitan,4497
Hampton East,9/12 Bartlett St,2.0,u,400000.0,S,Greg,4/3/2017,14.5,3188,2.0,1.0,1.0,0.0,75.0,1960.0,Bayside City Council,-37.9367,145.0322,Southern Metropolitan,2356
Sunshine,81 Parsons St,3.0,h,1070000.0,S,Bells,27/05/2017,10.5,3020,3.0,2.0,2.0,573.0,198.0,1940.0,Brimbank City Council,-37.791270000000004,144.83713,Western Metropolitan,3755
Keilor East,9a The Crossway,3.0,h,650000.0,SP,Nelson,7/5/2016,12.8,3033,3.0,2.0,2.0,3977.0,113.0,2013.0,Brimbank City Council,-37.747,144.8663,Western Metropolitan,5629
Moonee Ponds,11 Bowen St,3.0,h,930000.0,S,Nelson,28/08/2016,6.9,3039,3.0,3.0,1.0,325.0,132.0,1910.0,Moonee Valley City Council,-37.7702,144.9091,Western Metropolitan,6232
Reservoir,51 Elinda Pl,2.0,u,460000.0,SP,Ray,10/3/2018,12.0,3073,2.0,1.0,2.0,176.0,90.0,1998.0,Darebin City Council,-37.69898,145.02387,Northern Metropolitan,21650
Highett,1/12 Jillian Av,3.0,t,1200000.0,S,Charlton,29/07/2017,16.0,3190,3.0,1.0,2.0,269.0,125.0,2000.0,Bayside City Council,-37.94775,145.02379,Southern Metropolitan,4794
Ivanhoe East,10 Carmichael St,4.0,h,1875000.0,PI,Nelson,18/06/2016,9.0,3079,4.0,3.0,2.0,583.0,318.0,1975.0,Banyule City Council,-37.7719,145.0582,Eastern Metropolitan,1554
Footscray,9/51 Napier St,2.0,u,370000.0,VB,Jas,29/07/2017,5.1,3011,2.0,1.0,1.0,0.0,60.0,1960.0,Maribyrnong City Council,-37.80474,144.9021,Western Metropolitan,7570
Aberfeldie,1 Alma St,4.0,h,1436000.0,S,Brad,3/9/2017,7.5,3040,4.0,3.0,3.0,511.0,187.0,1922.0,Moonee Valley City Council,-37.75788,144.90487,Western Metropolitan,1543
Brunswick,5 MacKenzie St,3.0,h,1222500.0,S,Nelson,10/12/2016,5.2,3056,3.0,1.0,0.0,331.0,126.0,1890.0,Moreland City Council,-37.7619,144.959,Northern Metropolitan,11918
Mitcham,1/10 Owen St,3.0,u,820000.0,VB,Noel,27/05/2017,17.2,3132,3.0,1.0,2.0,439.0,110.0,1960.0,Whitehorse City Council,-37.825959999999995,145.1872,Eastern Metropolitan,6871
Collingwood,8/115 Oxford St,2.0,u,800000.0,VB,Nelson,25/02/2017,1.6,3066,2.0,1.0,1.0,0.0,91.0,1900.0,Yarra City Council,-37.8026,144.9848,Northern Metropolitan,4553
Balwyn,165 Balwyn Rd,4.0,h,1900000.0,S,Mandy,27/11/2016,9.7,3103,4.0,2.0,1.0,665.0,155.0,1940.0,Boroondara City Council,-37.8057,145.0825,Southern Metropolitan,5682
Kew,12 Queen St,3.0,h,1625000.0,S,Marshall,18/11/2017,5.4,3101,3.0,2.0,2.0,342.0,130.0,1925.0,Boroondara City Council,-37.8079,145.0318,Southern Metropolitan,10331
Elwood,5 Tiuna Gr,3.0,h,3572000.0,S,Marshall,12/11/2016,7.7,3184,4.0,2.0,6.0,737.0,207.0,1915.0,Port Phillip City Council,-37.8839,144.9831,Southern Metropolitan,8989
Fitzroy North,23/86 Queens Pde,2.0,u,675000.0,SP,Nelson,18/03/2017,3.5,3068,2.0,1.0,2.0,0.0,92.0,2010.0,Moreland City Council,-37.7918,144.9824,Northern Metropolitan,6244
Preston,196 Raglan St,4.0,h,840000.0,PI,McGrath,17/06/2017,8.4,3072,4.0,1.0,1.0,313.0,113.0,1950.0,Darebin City Council,-37.74955,145.00949,Northern Metropolitan,14577
Glenroy,3/48 William St,2.0,h,417000.0,S,Stockdale,27/11/2016,13.0,3046,2.0,1.0,1.0,172.0,77.0,2013.0,Moreland City Council,-37.7074,144.9086,Northern Metropolitan,8870
Coburg,53 Hawthorn St,2.0,h,903000.0,S,Nelson,15/10/2016,7.8,3058,2.0,1.0,1.0,253.0,94.0,1910.0,Darebin City Council,-37.7484,144.9521,Northern Metropolitan,11204
Taylors Hill,18 Shearwater Ct,4.0,h,692000.0,S,Barry,28/10/2017,18.0,3037,4.0,2.0,4.0,594.0,173.0,2002.0,Melton City Council,-37.7103,144.76764,Western Metropolitan,4242
Reservoir,1/15 Chenies St,3.0,u,450000.0,VB,hockingstuart,22/05/2016,11.2,3073,3.0,1.0,2.0,179.0,108.0,2002.0,Darebin City Council,-37.7108,145.0289,Northern Metropolitan,21650
Essendon,14/44 Fletcher St,2.0,u,450000.0,VB,Brad,20/05/2017,8.0,3040,2.0,1.0,1.0,0.0,74.0,,Moonee Valley City Council,-37.7552,144.9211,Western Metropolitan,9264
Dallas,12 Washington St,3.0,h,520000.0,S,FN,10/3/2018,14.0,3047,3.0,2.0,5.0,578.0,96.0,1960.0,Hume City Council,-37.66698,144.94496999999998,Northern Metropolitan,2246
Balwyn North,2 Tudor Ct,7.0,h,2600000.0,PI,Barry,14/05/2016,9.2,3104,5.0,3.0,3.0,637.0,529.0,2008.0,Boroondara City Council,-37.7898,145.0967,Southern Metropolitan,7809
Bulleen,28 Flinders St,2.0,h,903000.0,S,Barry,26/07/2016,11.8,3105,2.0,1.0,1.0,591.0,140.0,1965.0,Manningham City Council,-37.7679,145.0978,Eastern Metropolitan,4480
Moonee Ponds,7/110 Maribyrnong Rd,1.0,u,222000.0,S,Barry,17/06/2017,6.2,3039,1.0,1.0,0.0,0.0,29.0,2012.0,Moonee Valley City Council,-37.77154,144.91597,Western Metropolitan,6232
Bulleen,22 Derreck Av,4.0,h,1310000.0,VB,Jellis,3/3/2018,10.8,3105,4.0,3.0,2.0,358.0,243.0,2018.0,Manningham City Council,-37.762809999999995,145.09159,Eastern Metropolitan,4480
Carnegie,3/78 Moonya Rd,3.0,t,860000.0,SP,Gary,4/3/2017,11.4,3163,3.0,2.0,1.0,1113.0,113.0,1990.0,Glen Eira City Council,-37.8972,145.0642,Southern Metropolitan,7822
Brighton,2/71 Roslyn St,4.0,t,1630000.0,SP,Biggin,25/02/2017,11.2,3186,4.0,2.0,2.0,432.0,196.0,2000.0,Bayside City Council,-37.9228,145.0022,Southern Metropolitan,10579
Lalor,11 Benaroon Dr,4.0,h,750000.0,S,Ray,1/7/2017,16.3,3075,4.0,2.0,4.0,544.0,205.0,2008.0,Whittlesea City Council,-37.66747,144.98802,Northern Metropolitan,8279
Camberwell,5/26 Cornell St,2.0,u,755000.0,S,hockingstuart,8/7/2017,7.7,3124,2.0,1.0,1.0,92.0,82.6,1960.0,Boroondara City Council,-37.8401,145.09113,Southern Metropolitan,8920
